Age,Weight,HeartRate,Gender,Duration_minutes,AnklePain,HipPain,BackPain,LegPain,NeckPain,Walking,Weights,Jogging,Squats,Gym
20,60,88,Male,59,1,1,0,0,1,1,0,1,0,1
21,52,80,Male,69,1,1,1,0,0,0,0,0,0,1
21,80,75,Male,116,1,0,0,1,1,0,0,0,1,1
25,78,99,Male,111,1,1,0,0,0,0,0,0,0,0
41,72,112,Female,50,0,0,0,1,0,0,1,1,1,0
40,55,100,Female,90,0,1,0,0,0,1,0,1,1,1
33,70,105,Female,62,0,0,1,0,0,1,0,1,1,1
37,46,119,Male,67,1,1,1,1,0,1,1,1,1,0
31,77,74,Male,80,1,1,1,1,1,0,1,0,0,0
29,56,89,Male,74,1,1,1,0,0,1,0,1,1,1
42,71,88,Female,76,1,1,1,0,1,0,1,1,1,0
33,58,80,Male,67,1,1,1,0,1,0,0,1,1,1
20,77,118,Male,72,0,1,1,1,1,0,1,0,0,0
29,67,95,Male,85,1,1,0,0,1,1,0,1,0,0
38,54,95,Female,90,1,1,1,0,1,1,0,0,1,1
29,60,118,Male,111,1,1,1,0,1,0,1,0,1,1
28,71,77,Male,55,0,1,0,0,0,0,0,1,0,0
36,64,78,Female,99,1,0,1,0,1,1,1,0,1,0
27,64,71,Female,95,1,1,1,1,0,0,1,1,0,0
31,45,94,Male,96,0,1,1,0,1,0,0,1,1,1
33,66,70,Female,54,0,0,1,0,0,0,0,1,1,1
36,73,80,Male,47,0,0,1,1,1,0,1,1,1,0
21,66,119,Female,101,0,1,0,0,0,0,1,1,1,1
38,80,105,Male,84,1,0,1,1,0,0,0,1,0,0
35,61,81,Male,63,0,0,1,0,1,0,0,0,0,1
23,45,72,Female,103,0,0,0,0,0,0,0,1,1,1
26,76,94,Female,77,1,1,0,0,0,1,1,1,0,0
28,50,104,Female,83,0,1,0,1,0,0,1,0,1,1
19,79,119,Female,79,0,0,0,0,1,0,1,1,1,0
29,54,101,Male,45,1,0,1,1,0,1,1,0,0,0
32,75,111,Female,57,1,1,0,0,0,1,0,1,0,1
37,77,81,Female,47,1,0,1,0,1,0,0,1,0,1
35,65,115,Female,76,1,0,0,1,0,1,0,0,0,1
26,80,72,Female,102,0,0,1,0,1,1,0,0,1,0
28,54,69,Male,71,1,0,1,0,1,1,0,1,0,0
22,74,103,Female,65,1,1,1,1,0,1,0,1,0,1
19,56,75,Male,95,1,0,1,0,1,0,1,0,0,1
19,70,92,Female,95,0,0,1,0,1,1,1,0,0,1
27,64,108,Male,75,0,1,0,1,0,0,0,1,1,1
25,48,81,Male,92,1,0,0,0,1,0,0,1,1,0
36,66,75,Male,104,1,1,1,0,0,1,0,0,0,0
19,60,79,Male,50,0,0,1,1,0,0,1,1,1,0
32,59,95,Female,69,0,1,0,0,1,0,0,0,1,0
39,55,109,Male,55,1,0,1,1,1,0,1,1,0,0
34,54,110,Female,53,0,1,0,0,1,0,0,0,0,1
29,63,102,Female,69,1,0,0,1,0,1,0,1,1,1
24,53,77,Male,50,1,0,1,0,1,0,0,1,0,1
42,67,115,Female,106,1,0,0,1,1,1,1,1,0,0
24,65,115,Female,67,1,1,0,1,1,0,0,1,0,0
34,71,77,Female,99,1,0,0,1,1,0,1,0,1,1
43,80,69,Female,57,1,1,1,0,1,0,1,1,1,0
37,64,95,Female,52,1,0,1,0,0,1,0,1,0,1
44,68,79,Female,69,1,1,0,0,1,1,1,1,0,1
25,68,100,Male,67,1,0,0,0,1,0,0,1,1,1
22,52,83,Male,80,0,1,1,0,0,0,0,1,1,0
40,59,97,Female,117,1,1,1,0,1,1,0,1,1,0
40,70,73,Female,119,0,0,1,0,0,1,0,1,1,1
44,52,79,Female,77,0,1,0,1,1,1,0,1,1,1
39,48,92,Male,99,0,0,1,0,1,0,1,1,0,0
37,61,83,Female,92,1,0,0,1,0,0,0,1,1,1
33,78,81,Male,82,0,0,1,1,0,0,0,0,1,0
33,53,90,Male,100,1,1,0,1,0,0,0,0,0,0
20,80,119,Male,99,0,0,1,0,0,0,1,1,1,1
21,46,77,Male,49,0,1,1,1,0,1,0,1,0,0
20,62,115,Female,92,1,1,0,1,1,0,0,0,0,0
41,47,69,Female,50,0,1,1,1,1,1,1,0,1,1
31,68,75,Female,53,0,0,0,0,1,1,1,1,0,1
35,80,101,Female,98,1,0,1,1,1,1,1,1,1,0
42,61,80,Female,72,1,1,1,0,1,1,0,1,1,1
31,56,79,Male,91,1,1,0,0,1,0,0,1,0,0
21,56,118,Female,111,0,1,0,0,0,1,0,0,1,0
30,74,114,Female,79,0,1,0,1,0,0,1,0,0,0
37,73,115,Male,48,1,0,0,1,1,1,1,0,0,1
37,78,109,Male,91,0,1,0,0,1,0,0,1,1,0
31,71,95,Female,96,0,1,1,1,0,1,0,1,1,1
19,58,108,Male,49,0,0,1,0,0,0,1,1,1,0
31,80,93,Male,52,0,1,0,0,0,0,1,1,0,0
39,62,119,Female,91,0,0,0,1,0,1,0,1,0,1
31,61,87,Female,111,1,0,0,1,0,1,1,1,0,0
34,49,73,Male,85,0,1,0,1,0,1,0,0,1,1
23,70,75,Male,64,0,0,0,0,0,0,1,1,0,1
39,80,78,Male,105,0,1,1,1,0,1,0,1,1,0
39,66,111,Female,59,0,0,1,0,0,1,1,1,0,1
39,71,73,Male,50,0,0,0,1,1,0,0,1,0,0
22,49,118,Male,113,1,0,0,1,1,1,1,1,1,0
44,45,107,Male,84,0,0,1,0,0,0,1,1,0,0
19,63,104,Female,49,0,1,0,0,1,1,0,0,1,1
20,54,87,Male,95,0,0,0,1,1,1,1,1,0,0
41,66,69,Female,77,0,0,1,1,0,1,1,1,0,0
39,58,84,Female,115,0,0,0,0,1,1,1,0,0,0
37,71,74,Male,70,0,0,1,0,1,0,0,1,1,0
22,63,72,Male,87,1,1,1,1,1,0,1,0,1,1
40,68,108,Female,88,1,1,1,0,1,1,1,1,1,0
27,49,100,Male,48,0,1,0,0,1,0,1,0,0,1
28,45,85,Female,74,1,1,1,0,1,0,0,0,1,1
24,49,109,Male,87,0,1,1,1,0,1,0,0,1,0
24,61,102,Male,91,1,0,1,0,0,1,0,0,1,0
28,48,88,Female,57,0,0,1,1,0,0,1,0,1,0
19,71,89,Male,103,1,1,1,0,0,1,1,0,0,1
35,46,72,Male,114,0,1,0,1,0,0,1,0,0,0
34,78,69,Male,69,0,0,1,0,0,1,0,0,0,1
35,51,84,Male,115,0,0,0,1,1,1,0,0,0,1
22,70,72,Female,80,0,1,0,1,0,1,1,0,0,1
29,45,79,Male,76,1,1,0,0,1,1,0,0,1,1
36,70,80,Female,94,0,1,1,0,0,1,0,0,1,0
32,66,91,Female,76,0,1,0,0,1,1,0,0,1,0
40,64,115,Female,48,1,1,0,0,0,1,1,1,0,0
22,76,76,Male,97,1,0,0,0,0,1,1,1,0,0
23,61,100,Female,96,0,1,1,1,1,1,1,1,1,0
24,49,108,Female,116,0,0,1,1,1,0,1,1,0,0
37,50,87,Male,47,1,1,0,1,1,0,1,1,0,1
23,66,82,Female,54,1,0,1,0,0,1,1,0,0,1
34,54,110,Male,48,0,1,0,0,0,0,1,1,0,1
23,56,90,Male,73,1,0,1,0,0,0,0,1,1,0
30,53,104,Female,81,1,1,1,0,1,0,0,0,1,1
44,67,116,Female,87,0,0,0,1,1,0,0,0,1,0
43,55,110,Male,112,1,1,0,1,1,0,1,0,0,1
27,62,100,Male,98,1,1,1,1,1,0,1,0,1,1
29,55,79,Male,57,1,0,1,0,1,1,1,1,0,0
31,69,79,Male,95,1,0,0,1,0,0,1,0,1,1
27,73,73,Male,53,0,1,1,1,1,0,1,0,1,0
24,75,118,Female,93,0,1,1,1,0,1,0,1,1,1
41,61,73,Male,106,1,1,0,0,1,0,0,0,0,1
42,57,72,Female,78,1,0,0,0,0,1,1,1,1,1
39,59,91,Female,114,1,1,1,0,1,0,0,0,1,0
26,59,117,Female,106,0,1,0,0,0,1,0,1,0,0
25,61,104,Female,68,1,0,0,1,0,0,0,1,1,1
26,80,92,Male,91,0,1,0,0,1,0,0,0,1,1
40,77,114,Male,74,0,0,0,1,0,1,1,1,0,0
35,61,78,Male,89,1,0,0,1,1,1,1,0,0,1
22,56,99,Male,111,1,1,0,0,1,1,0,1,0,0
39,76,72,Female,59,1,0,1,1,1,1,0,1,0,1
22,50,115,Female,74,1,1,1,0,0,0,0,0,0,1
29,81,102,Female,77,1,1,1,1,0,0,1,0,0,1
35,55,106,Male,81,0,0,1,0,1,0,0,1,1,0
23,67,103,Female,49,1,1,1,0,1,1,1,0,1,1
28,74,117,Male,69,0,1,0,1,1,0,1,1,1,1
39,57,105,Female,105,1,0,1,1,1,1,0,1,0,1
38,55,114,Male,81,1,1,0,0,0,0,1,1,1,1
23,73,113,Male,92,0,1,1,0,0,1,0,1,0,0
32,79,116,Female,66,1,0,1,0,0,0,0,1,0,1
34,63,107,Female,46,1,0,0,0,1,0,0,1,1,0
40,72,80,Female,46,0,0,1,1,0,1,1,1,1,1
31,45,108,Male,57,0,0,0,0,1,1,0,0,0,1
36,57,95,Male,118,1,0,0,1,1,0,1,0,0,0
36,58,113,Female,59,1,1,0,0,1,0,0,0,0,1
33,61,98,Female,51,1,1,0,0,0,0,1,1,0,0
32,79,107,Male,111,0,0,1,0,1,0,1,0,0,1
33,54,91,Male,67,1,1,0,0,1,1,1,0,0,0
32,56,72,Female,103,0,1,1,1,1,0,1,0,1,0
27,64,108,Male,68,1,1,1,0,1,0,0,1,1,1
43,75,99,Female,66,0,0,0,1,0,1,0,1,0,0
33,73,118,Male,84,1,1,1,0,1,0,0,1,0,0
26,52,85,Female,52,0,0,1,1,0,0,0,0,1,1
26,80,76,Female,83,0,0,0,1,1,0,1,0,0,1
27,69,77,Male,118,0,1,1,1,1,0,0,0,0,0
44,63,83,Male,102,0,1,0,0,1,1,1,0,0,1
29,73,110,Male,86,0,0,1,1,0,0,0,1,1,1
27,52,114,Female,106,0,1,0,1,0,1,0,1,1,1
39,60,70,Male,118,0,1,0,0,0,0,0,0,1,1
25,77,75,Female,88,1,0,0,1,0,1,1,1,0,1
34,74,108,Male,45,1,0,1,1,1,1,0,0,0,1
40,80,92,Male,104,1,0,0,0,0,1,0,1,1,0
37,77,87,Female,108,1,1,1,1,1,0,0,1,1,0
41,52,75,Male,54,1,0,1,1,0,0,0,0,0,0
20,74,74,Male,73,0,1,0,0,0,0,1,1,0,0
25,64,83,Female,112,0,0,0,0,1,0,1,0,0,1
44,70,78,Male,65,0,1,0,1,0,1,1,1,1,0
37,73,99,Male,49,0,0,1,0,1,1,0,0,0,0
29,52,75,Male,48,1,0,0,1,1,1,1,0,0,0
20,79,106,Female,83,0,0,0,1,0,1,1,1,1,1
39,72,81,Female,65,1,0,1,0,0,1,1,0,1,0
44,65,82,Female,118,1,0,0,1,1,1,1,1,1,1
22,51,104,Female,59,1,0,1,0,1,1,1,1,0,1
37,46,102,Female,68,0,0,1,0,1,1,1,0,1,1
32,66,116,Male,117,0,0,0,1,0,1,0,1,0,0
38,72,111,Male,67,0,1,1,1,1,1,1,0,0,1
26,74,106,Female,88,1,1,0,1,0,1,1,1,0,0
23,80,80,Male,92,0,1,0,0,0,1,1,1,1,0
25,72,84,Male,76,1,1,1,1,1,1,1,0,1,1
38,49,115,Male,49,1,1,0,1,0,1,0,1,1,0
25,47,76,Male,83,1,1,0,1,0,0,0,1,0,0
41,56,118,Female,85,0,1,0,0,1,0,1,1,1,1
36,61,106,Male,117,0,0,0,1,1,0,0,0,1,1
20,73,88,Female,70,0,1,1,0,1,1,1,1,1,0
27,69,114,Female,49,1,1,1,0,1,0,1,0,1,1
33,76,74,Female,92,1,0,0,1,0,1,0,1,1,1
38,67,79,Female,74,0,1,1,1,0,1,0,1,1,1
31,57,84,Male,61,0,0,1,1,0,1,1,0,1,0
41,65,100,Female,68,1,0,1,0,1,0,0,1,1,1
21,53,117,Female,101,1,1,0,0,1,0,1,1,0,0
28,54,112,Female,68,0,0,1,1,1,0,0,1,0,1
38,67,75,Female,97,0,1,1,0,1,1,1,1,0,0
26,56,86,Male,69,1,1,1,1,0,0,0,1,0,0
21,50,117,Female,96,0,0,1,0,0,1,1,0,0,1
34,68,77,Male,89,1,1,0,0,0,1,1,0,1,1
26,51,95,Female,95,0,1,1,1,0,0,1,1,1,1
34,63,102,Female,111,0,0,1,0,1,0,1,1,1,0
36,69,80,Male,102,0,0,1,0,0,0,0,0,0,0
26,56,111,Male,78,0,0,0,1,0,1,0,1,1,1
28,65,94,Male,117,1,1,0,0,1,0,1,0,1,0
40,79,95,Male,76,1,1,1,1,1,1,0,1,0,0
29,72,116,Female,118,0,0,1,0,0,0,1,0,0,1
35,62,115,Female,81,0,0,0,1,0,0,1,1,0,0
33,50,106,Female,77,0,1,1,1,0,0,1,0,1,1
24,62,111,Female,49,0,1,0,1,1,1,0,0,0,1
39,68,83,Male,87,0,1,0,0,0,0,0,0,1,1
21,55,119,Male,80,1,1,0,1,0,0,0,1,1,1
32,60,100,Male,113,0,0,0,1,0,0,1,0,1,0
40,46,72,Female,85,0,0,0,0,0,1,1,1,0,0
33,79,70,Male,67,0,1,0,1,0,0,1,0,1,1
24,59,90,Male,56,0,1,0,1,0,1,0,0,1,1
23,54,98,Male,54,0,1,1,0,0,0,0,1,1,1
20,63,118,Male,106,1,1,1,0,1,0,1,1,0,1
38,78,88,Male,103,0,1,0,0,1,0,1,1,1,0
38,63,72,Male,78,1,1,1,1,1,0,1,1,1,1
19,58,78,Male,69,1,1,1,0,0,0,0,0,1,0
24,62,118,Female,81,0,0,0,1,1,0,1,0,1,1
40,69,78,Female,73,0,1,0,0,1,1,0,0,1,1
32,68,94,Female,112,1,1,0,0,1,1,0,1,1,1
42,77,79,Male,70,1,0,1,0,1,0,0,0,1,0
20,48,102,Male,52,1,1,1,1,0,0,1,1,1,0
41,66,83,Female,48,0,0,1,0,0,1,1,1,1,0
19,73,86,Male,71,0,1,1,1,1,1,1,0,1,1
40,63,74,Male,87,1,1,0,1,0,0,0,0,1,0
42,46,116,Male,89,0,0,1,1,0,0,0,0,0,0
29,79,119,Female,88,0,0,0,1,0,0,0,1,1,0
25,63,70,Female,83,1,1,0,1,0,0,0,1,0,1
21,80,93,Male,76,1,0,1,0,1,0,0,0,1,0
34,58,99,Female,50,0,0,0,1,1,1,1,0,1,1
23,64,86,Male,60,1,0,0,0,0,0,1,0,0,0
33,59,110,Male,50,1,1,0,0,1,0,0,0,1,1
44,55,94,Male,54,0,0,0,0,0,0,0,1,1,1
22,76,73,Male,55,0,0,1,0,0,1,0,1,1,1
37,50,101,Male,71,0,0,0,1,0,0,0,1,0,0
23,67,76,Female,70,1,0,1,0,1,0,1,1,0,1
25,80,113,Female,80,1,0,1,1,1,0,1,0,1,0
22,59,97,Male,102,1,0,1,0,1,0,0,0,1,1
20,73,89,Female,49,0,0,1,0,0,1,1,1,0,1
32,47,108,Female,118,0,0,0,1,0,0,0,1,1,0
21,66,79,Female,48,0,1,0,0,1,1,0,1,0,1
43,48,72,Female,52,1,0,0,1,1,0,1,1,1,1
37,64,119,Female,108,1,1,1,0,0,0,0,1,0,0
25,67,118,Male,66,1,1,0,1,1,0,1,0,1,1
20,57,101,Female,52,1,0,1,0,1,0,0,1,0,1
34,70,88,Male,65,1,1,0,1,0,0,1,0,0,0
39,63,101,Female,119,0,0,1,0,0,0,0,0,0,1
32,47,92,Male,96,1,0,1,0,1,0,0,1,0,1
30,73,114,Female,114,0,0,0,1,0,1,1,0,1,1
30,57,83,Female,62,0,1,0,1,1,1,1,1,1,0
43,45,75,Female,53,1,1,0,0,0,1,1,1,1,0
35,48,70,Male,62,0,0,1,0,1,0,0,0,1,1
28,50,118,Male,94,0,1,0,0,0,0,0,1,1,1
20,54,76,Male,51,1,1,1,0,1,0,0,1,1,0
32,48,84,Female,54,0,1,1,1,0,1,0,1,1,1
26,49,97,Male,45,0,0,0,1,0,1,0,1,0,1
25,63,99,Male,98,0,0,0,0,1,0,1,1,0,1
29,61,95,Male,72,0,1,0,1,0,1,0,1,1,0
28,50,80,Female,47,0,0,1,1,0,1,0,1,0,0
33,66,77,Female,107,0,1,0,1,0,1,0,0,1,0
21,69,95,Male,110,0,0,0,0,1,1,0,0,1,1
19,80,95,Male,51,1,1,0,1,1,0,1,0,0,1
36,55,117,Male,79,1,1,0,0,0,1,0,1,1,1
36,45,114,Male,68,0,1,1,0,0,1,0,0,1,0
20,60,109,Female,63,1,1,0,0,0,0,0,0,1,1
24,79,106,Female,113,0,1,1,0,1,1,1,0,0,0
29,62,105,Male,106,0,1,1,1,1,1,0,1,1,1
31,51,76,Female,48,0,1,0,0,1,1,0,1,1,0
22,64,74,Male,91,1,1,1,1,0,1,1,1,0,0
34,66,106,Male,58,1,1,1,0,1,1,1,0,0,1
19,68,98,Female,57,1,1,1,1,1,0,0,1,0,0
44,55,69,Female,105,0,0,0,0,0,1,1,1,0,0
44,46,77,Female,115,0,1,1,1,0,1,0,0,0,0
37,79,104,Female,67,0,0,1,1,0,1,0,1,0,0
21,60,90,Male,65,0,0,1,1,0,1,1,0,0,1
32,63,84,Female,48,0,1,0,1,1,1,1,1,1,1
36,56,77,Male,91,1,0,1,1,0,0,0,0,0,1
38,58,79,Male,87,0,1,1,0,0,0,1,1,1,1
42,69,76,Male,101,0,0,1,1,1,1,1,0,0,1
43,62,112,Male,50,0,0,0,1,1,1,1,0,1,1
41,58,110,Female,89,0,1,1,1,1,1,0,0,1,1
20,64,92,Male,67,1,1,0,0,1,1,1,0,1,0
21,57,103,Female,70,0,1,1,1,0,0,1,1,0,0
39,65,104,Male,73,0,1,0,0,0,1,0,0,1,1
26,45,101,Male,105,1,1,0,1,0,0,1,1,0,1
27,78,77,Male,51,0,0,1,1,0,0,0,1,1,0
28,60,109,Female,70,0,1,1,1,0,1,1,1,1,1
40,50,117,Male,105,1,0,0,1,1,1,1,0,1,0
44,69,87,Male,109,1,0,0,0,1,1,0,0,1,0
39,80,84,Female,110,0,0,0,0,0,1,0,1,1,0
35,70,95,Female,75,0,0,0,1,0,1,1,0,0,1
31,74,73,Female,111,0,0,1,1,0,0,1,0,0,1
32,61,73,Female,116,1,1,0,1,1,1,0,1,0,0
26,46,90,Male,115,0,1,1,0,0,1,1,1,1,0
21,53,94,Female,112,0,0,0,1,0,0,0,1,1,1
42,61,117,Female,82,1,0,1,1,1,0,0,0,0,0
31,81,119,Female,75,1,1,1,0,1,0,1,0,1,1
25,50,79,Female,72,0,1,0,0,0,1,1,0,0,1
29,55,86,Male,71,1,1,0,0,0,1,0,0,0,0
34,81,70,Female,83,0,1,0,0,1,0,0,0,0,1
25,48,70,Male,98,1,0,0,0,1,0,0,0,1,0
32,80,100,Female,83,1,1,0,1,0,0,0,0,0,0
19,69,81,Female,69,0,0,1,0,1,0,0,1,0,0
36,48,83,Female,64,0,1,1,0,0,0,0,1,0,1
39,62,103,Male,78,1,1,1,0,0,0,1,0,0,1
42,68,78,Female,62,0,1,1,1,0,0,0,1,0,1
43,53,98,Female,73,1,1,0,0,0,0,0,1,0,1
21,55,97,Male,100,0,0,0,1,0,0,0,1,0,0
31,65,116,Male,74,1,1,1,1,1,1,1,0,1,1
40,72,114,Female,92,1,0,1,1,1,1,1,0,0,0
19,53,101,Male,78,1,0,0,1,1,0,1,0,1,0
35,49,82,Female,46,0,0,0,0,0,1,0,0,1,0
36,77,84,Male,59,1,1,1,0,0,0,1,1,1,0
22,65,110,Female,63,1,1,1,1,0,1,1,0,0,1
42,46,108,Male,116,1,0,1,0,1,0,1,1,1,1
33,46,118,Male,71,0,0,0,1,0,0,1,0,1,1
27,68,106,Female,76,0,0,0,1,0,0,1,0,0,1
32,67,92,Male,73,0,1,0,1,1,0,1,0,0,0
40,81,103,Female,46,1,1,0,1,0,0,1,0,1,1
19,72,92,Male,106,0,0,1,1,1,1,1,0,1,0
24,47,74,Female,102,0,0,0,0,0,1,1,1,1,1
24,79,111,Male,87,1,0,0,1,0,0,1,0,0,0
41,69,106,Female,104,0,1,0,0,1,1,0,1,1,1
26,60,94,Male,100,0,1,0,0,0,1,0,1,1,0
30,45,85,Female,107,1,0,1,1,0,0,0,0,1,1
20,53,112,Male,85,1,1,1,0,1,0,1,1,0,0
32,62,110,Male,61,1,0,1,1,1,0,1,1,1,1
31,63,92,Male,91,1,1,0,0,1,1,1,1,1,1
42,80,93,Male,118,1,0,0,1,0,1,0,1,1,0
22,50,90,Male,53,1,1,1,0,1,1,0,1,0,1
20,52,89,Female,95,0,0,1,0,1,0,1,1,0,0
20,76,110,Female,108,0,0,1,0,1,0,0,1,0,0
42,71,100,Female,71,0,0,1,0,0,1,0,0,0,0
19,45,116,Female,91,0,1,1,0,1,0,1,1,1,0
24,65,90,Male,70,1,1,0,0,1,1,1,1,1,0
39,66,101,Male,63,0,1,0,1,0,1,1,1,0,1
23,73,89,Male,118,1,1,0,1,0,0,0,0,1,1
22,45,99,Male,117,1,0,1,1,1,1,1,1,0,0
40,48,84,Female,93,0,1,0,0,0,1,0,0,1,0
42,66,103,Female,46,0,1,1,0,1,1,1,0,1,0
41,57,104,Female,117,1,1,1,0,1,0,0,1,1,1
41,78,96,Male,106,0,0,0,1,1,1,0,1,1,0
38,57,113,Female,95,1,0,0,0,1,0,0,0,1,1
38,79,93,Female,82,1,0,0,1,1,0,1,0,0,0
34,66,113,Female,82,1,0,1,0,1,0,1,1,1,0
44,57,79,Female,98,0,0,1,0,0,0,0,0,1,1
34,56,119,Male,97,0,1,1,1,0,0,0,1,1,0
24,77,75,Female,115,1,1,0,1,0,1,1,0,0,1
19,77,76,Male,50,0,0,0,1,0,1,1,0,0,1
29,70,109,Male,105,0,0,1,0,1,0,1,0,1,0
30,52,85,Female,114,0,1,0,0,1,0,1,1,1,1
32,49,86,Male,50,0,0,0,0,0,1,0,1,1,0
35,79,76,Female,58,0,1,0,0,1,1,0,1,1,1
25,58,110,Male,73,0,1,1,1,0,0,1,1,0,1
22,58,105,Male,111,0,1,1,0,1,1,1,1,1,0
36,78,74,Female,58,0,1,0,0,1,0,0,0,1,1
21,73,111,Male,53,1,1,1,1,1,0,0,0,1,1
39,76,93,Male,70,1,1,1,0,1,1,1,1,0,0
19,48,113,Male,57,0,0,0,0,0,0,0,0,1,1
42,73,79,Female,93,1,1,0,1,1,1,0,1,0,0
23,45,70,Female,99,0,1,1,1,1,1,0,0,0,1
24,57,94,Male,95,1,0,0,1,0,1,1,1,0,1
34,60,94,Male,87,0,1,0,0,1,0,1,0,1,0
43,72,116,Male,65,1,0,1,1,1,0,1,0,1,0
23,47,70,Male,73,1,0,0,0,0,1,0,0,1,0
37,45,103,Female,103,0,1,0,0,0,1,0,0,0,0
42,64,108,Female,78,0,1,1,1,0,0,0,1,0,0
34,67,114,Female,47,0,0,1,1,0,1,0,1,0,0
21,45,81,Male,112,0,0,0,1,0,1,1,0,1,0
21,78,94,Male,68,0,0,0,0,1,1,0,1,0,0
20,67,77,Male,58,0,1,1,1,1,0,1,1,1,1
21,67,99,Female,90,0,1,0,0,1,1,0,1,0,1
39,80,96,Male,96,0,0,1,1,1,0,1,1,0,0
20,75,86,Female,93,0,0,1,1,1,1,0,0,0,0
40,63,80,Male,64,0,1,0,1,1,1,0,1,0,0
40,69,105,Female,48,0,0,0,1,1,1,1,0,0,1
33,73,77,Male,59,0,0,0,0,1,0,0,1,1,1
40,79,117,Male,63,0,0,0,0,1,0,1,0,1,0
26,58,102,Male,64,1,0,1,0,0,0,0,1,1,0
41,70,106,Male,50,0,0,0,1,1,0,1,0,0,0
31,48,98,Male,85,1,1,1,0,1,0,0,1,1,0
24,55,102,Male,83,0,1,0,0,0,0,1,1,0,1
37,67,103,Male,85,0,1,0,1,0,0,0,1,0,0
22,57,110,Female,93,1,0,1,0,0,1,0,0,0,1
29,45,69,Female,76,1,1,0,1,1,1,0,0,0,0
40,70,88,Female,60,1,0,0,0,1,1,1,0,0,1
32,77,72,Female,119,1,0,1,1,1,0,0,1,1,0
41,75,106,Female,117,0,0,1,1,1,1,0,0,0,0
32,54,72,Male,95,1,0,0,0,1,1,1,0,0,1
19,69,74,Male,95,1,1,0,1,0,1,0,1,1,1
31,75,82,Female,115,0,1,0,0,1,1,0,0,0,1
42,60,69,Female,75,0,0,0,0,1,1,1,1,1,0
38,50,109,Female,106,0,0,0,1,0,0,1,0,0,1
41,72,115,Female,119,1,1,1,0,1,0,0,1,1,0
43,54,116,Male,110,0,0,1,0,1,1,1,0,1,0
35,65,111,Female,45,1,1,0,0,0,1,0,1,1,0
24,64,76,Female,64,1,0,1,0,0,0,0,1,1,1
37,68,78,Male,49,1,0,0,1,1,0,0,1,0,1
40,65,113,Male,82,0,1,0,1,0,1,0,0,0,0
26,59,80,Female,73,0,0,1,1,0,0,1,1,1,1
30,71,95,Female,81,1,0,1,0,1,1,1,0,1,0
31,76,93,Male,76,0,1,1,1,0,1,0,1,0,1
34,48,73,Male,52,1,1,0,0,0,0,0,1,1,1
29,79,119,Female,78,0,0,0,1,1,1,0,0,1,0
30,65,87,Male,51,1,1,1,1,1,0,1,1,1,1
28,77,72,Female,108,0,1,1,0,1,1,1,1,1,1
26,55,73,Female,85,1,1,0,1,0,0,1,0,0,1
41,81,78,Male,80,0,0,1,0,1,1,0,0,0,0
33,66,76,Male,106,0,0,0,0,0,1,0,0,0,0
37,79,118,Female,79,1,0,1,1,1,0,0,1,1,0
36,70,108,Female,98,0,1,0,1,1,1,1,0,0,0
19,72,92,Female,113,0,0,1,1,1,0,0,1,1,0
44,57,86,Female,119,1,1,1,0,1,1,0,0,1,0
33,70,102,Male,73,0,0,1,0,0,1,0,1,0,1
25,79,116,Male,70,0,0,1,1,1,1,1,1,1,0
24,61,72,Female,117,0,0,1,0,1,0,1,1,0,0
29,69,88,Female,105,1,1,1,1,0,0,1,1,0,1
44,47,83,Male,105,0,1,0,1,1,0,0,0,0,1
27,56,89,Female,45,1,1,0,1,1,0,0,1,0,0
26,63,116,Female,64,0,1,1,1,0,1,0,0,0,1
30,68,73,Male,75,1,1,1,1,1,0,0,1,0,1
41,56,70,Male,74,1,1,0,1,1,0,1,0,1,0
33,72,83,Female,61,0,1,0,1,1,0,1,1,0,1
33,81,104,Male,103,1,1,0,0,0,0,1,1,0,1
35,75,106,Female,67,1,1,0,0,1,0,0,1,1,1
23,47,80,Male,99,0,0,0,1,0,1,1,0,0,1
34,69,102,Male,91,1,1,0,0,1,1,0,1,0,1
28,64,106,Male,89,0,0,1,0,0,0,0,0,0,1
41,64,111,Male,58,0,1,0,1,1,0,1,0,1,0
41,76,74,Female,91,0,1,1,1,0,1,1,1,1,0
33,52,110,Male,58,0,0,0,0,1,1,0,0,1,1
30,63,115,Female,94,1,0,1,0,0,0,0,0,0,0
27,50,115,Male,86,1,1,1,1,1,0,1,1,1,0
22,57,100,Male,78,1,0,0,1,1,0,1,1,0,1
42,61,85,Male,116,0,1,1,0,1,0,0,1,1,0
40,55,109,Male,93,1,1,1,0,0,0,0,1,0,1
38,48,97,Female,105,1,1,0,1,1,0,0,0,1,0
42,62,115,Female,95,0,1,1,1,1,1,1,1,1,0
31,73,89,Female,76,1,0,0,0,1,1,0,1,1,1
31,53,115,Female,109,1,1,1,0,1,0,0,1,1,0
20,50,87,Female,69,1,0,1,1,0,0,1,1,1,0
24,49,73,Female,116,1,1,1,1,0,0,1,1,0,0
31,48,95,Female,49,1,1,1,1,1,0,0,0,1,0
21,46,82,Female,74,1,1,1,0,1,1,1,0,0,1
32,60,78,Female,69,0,1,0,1,0,1,1,0,0,0
43,49,81,Female,72,0,1,1,1,1,0,1,1,1,0
21,73,82,Female,80,0,0,0,1,1,1,1,0,1,0
38,49,70,Female,99,0,0,1,0,0,1,1,0,1,1
39,50,80,Female,46,1,1,1,1,1,0,0,1,1,1
